Target,VulnerabilityID,Package,InstalledVersion,FixedVersion,Severity,Title,PrimaryURL,BundlerShadowed,BundlerShadowedDetail
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89659,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: NFSD: Prevent client use-after-free during delegation revoke,https://avd.aquasec.com/nvd/cve-2026-89659,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89663,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: nfsd: revoke copy-notify stateids before dropping their reference,https://avd.aquasec.com/nvd/cve-2026-89663,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89669,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: nfsd: initialize copy-notify stateid before publishing it,https://avd.aquasec.com/nvd/cve-2026-89669,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89675,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: nfsd: fix UAF in async copy cancel and shutdown,https://avd.aquasec.com/nvd/cve-2026-89675,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89676,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: nfsd: fix stale s2s_cp_stateids IDR entry for async COPY,https://avd.aquasec.com/nvd/cve-2026-89676,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89690,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: nfsd: defer vfree of compound ops to fix rpc_status UAF,https://avd.aquasec.com/nvd/cve-2026-89690,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89708,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: nfsd: RCU-protect cl_cb_session to fix use-after-free on session teardown,https://avd.aquasec.com/nvd/cve-2026-89708,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-89713,linux-libc-dev,6.12.107-1,N/A,HIGH,kernel: NFSD: check truncate permission under inode lock,https://avd.aquasec.com/nvd/cve-2026-89713,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-76642,login,1:4.16.0-2+really2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,https://avd.aquasec.com/nvd/cve-2026-76642,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78408,login,1:4.16.0-2+really2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,https://avd.aquasec.com/nvd/cve-2026-78408,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78409,login,1:4.16.0-2+really2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,https://avd.aquasec.com/nvd/cve-2026-78409,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78410,login,1:4.16.0-2+really2.41.5-0+deb13u1,N/A,HIGH,"util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",https://avd.aquasec.com/nvd/cve-2026-78410,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-76642,mount,2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,https://avd.aquasec.com/nvd/cve-2026-76642,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78408,mount,2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,https://avd.aquasec.com/nvd/cve-2026-78408,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78409,mount,2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,https://avd.aquasec.com/nvd/cve-2026-78409,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78410,mount,2.41.5-0+deb13u1,N/A,HIGH,"util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",https://avd.aquasec.com/nvd/cve-2026-78410,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2025-69720,ncurses-base,6.5+20250216-2,N/A,HIGH,ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,https://avd.aquasec.com/nvd/cve-2025-69720,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2025-69720,ncurses-bin,6.5+20250216-2,N/A,HIGH,ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,https://avd.aquasec.com/nvd/cve-2025-69720,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-9538,perl,5.40.1-6+deb13u1,N/A,HIGH,perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,https://avd.aquasec.com/nvd/cve-2026-9538,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-9538,perl-base,5.40.1-6+deb13u1,N/A,HIGH,perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,https://avd.aquasec.com/nvd/cve-2026-9538,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-9538,perl-modules-5.40,5.40.1-6+deb13u1,N/A,HIGH,perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,https://avd.aquasec.com/nvd/cve-2026-9538,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-76642,util-linux,2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,https://avd.aquasec.com/nvd/cve-2026-76642,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78408,util-linux,2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,https://avd.aquasec.com/nvd/cve-2026-78408,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78409,util-linux,2.41.5-0+deb13u1,N/A,HIGH,util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,https://avd.aquasec.com/nvd/cve-2026-78409,"",""
fairdatasystems/sevexternal:2026-09-22 (debian 13.7),CVE-2026-78410,util-linux,2.41.5-0+deb13u1,N/A,HIGH,"util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",https://avd.aquasec.com/nvd/cve-2026-78410,"",""
Ruby,CVE-2026-41316,erb,4.0.2,"~> 4.0.3.1, ~> 4.0.4.1, ~> 6.0.1.1, >= 6.0.4",HIGH,erb: ERB: Arbitrary code execution via deserialization bypass,https://avd.aquasec.com/nvd/cve-2026-41316,yes,"bundle exec loads erb 6.0.7 (Gemfile-pinned); the flagged 4.0.2 is a stale copy on disk, never loaded at runtime"
Ruby,CVE-2026-80212,resolv,0.2.3,"~> 0.3.2, >= 0.7.2",HIGH,resolv: resolv gem: Denial of Service via uncontrolled memory growth from crafted DNS responses,https://avd.aquasec.com/nvd/cve-2026-80212,yes,"bundle exec loads resolv 0.8.0 (Gemfile-pinned); the flagged 0.2.3 is a stale copy on disk, never loaded at runtime"
